,date,TotalBeds,TotalBeds_change,TotalBeds_change_7day,TotalBeds_change_14day,TotalBeds_7day,TotalBeds_14day,TotalOpenBeds,TotalOpenBeds_change,TotalOpenBeds_change_7day,TotalOpenBeds_change_14day,TotalOpenBeds_7day,TotalOpenBeds_14day,TotalInUseBedsNonCOVID,TotalInUseBedsNonCOVID_change,TotalInUseBedsNonCOVID_change_7day,TotalInUseBedsNonCOVID_change_14day,TotalInUseBedsNonCOVID_7day,TotalInUseBedsNonCOVID_14day,TotalInUseBedsCOVID,TotalInUseBedsCOVID_change,TotalInUseBedsCOVID_change_7day,TotalInUseBedsCOVID_change_14day,TotalInUseBedsCOVID_7day,TotalInUseBedsCOVID_14day,ICUBeds,ICUBeds_change,ICUBeds_change_7day,ICUBeds_change_14day,ICUBeds_7day,ICUBeds_14day,ICUOpenBeds,ICUOpenBeds_change,ICUOpenBeds_change_7day,ICUOpenBeds_change_14day,ICUOpenBeds_7day,ICUOpenBeds_14day,ICUInUseBedsNonCOVID,ICUInUseBedsNonCOVID_change,ICUInUseBedsNonCOVID_change_7day,ICUInUseBedsNonCOVID_change_14day,ICUInUseBedsNonCOVID_7day,ICUInUseBedsNonCOVID_14day,ICUInUseBedsCOVID,ICUInUseBedsCOVID_change,ICUInUseBedsCOVID_change_7day,ICUInUseBedsCOVID_change_14day,ICUInUseBedsCOVID_7day,ICUInUseBedsCOVID_14day,VentilatorCapacity,VentilatorCapacity_change,VentilatorCapacity_change_7day,VentilatorCapacity_change_14day,VentilatorCapacity_7day,VentilatorCapacity_14day,VentilatorAvailable,VentilatorAvailable_change,VentilatorAvailable_change_7day,VentilatorAvailable_change_14day,VentilatorAvailable_7day,VentilatorAvailable_14day,VentilatorInUseNonCOVID,VentilatorInUseNonCOVID_change,VentilatorInUseNonCOVID_change_7day,VentilatorInUseNonCOVID_change_14day,VentilatorInUseNonCOVID_7day,VentilatorInUseNonCOVID_14day,VentilatorInUseCOVID,VentilatorInUseCOVID_change,VentilatorInUseCOVID_change_7day,VentilatorInUseCOVID_change_14day,VentilatorInUseCOVID_7day,VentilatorInUseCOVID_14day
54,2020-06-05,35043,300.0,112.71428571428571,127.78571428571429,34469.71428571428,34028.357142857145,13531,595.0,136.28571428571428,128.71428571428572,13152.285714285714,12696.714285714286,18810,-86.0,67.14285714285714,77.0,18227.571428571428,17945.14285714286,2702,-209.0,-90.71428571428571,-77.92857142857143,3089.8571428571427,3386.5,3888,20.0,11.0,12.857142857142858,3800.714285714286,3771.4285714285716,1572,51.0,24.0,19.5,1513.4285714285713,1435.2142857142858,1546,16.0,9.142857142857142,11.714285714285714,1430.0,1406.7142857142858,770,-47.0,-22.142857142857142,-18.357142857142858,857.2857142857143,929.5,5902,-13.0,10.857142857142858,13.0,5887.428571428572,5833.5,4288,-111.0,19.714285714285715,34.42857142857143,4247.0,4149.0,1138,122.0,17.571428571428573,-12.071428571428571,1119.7142857142858,1120.642857142857,476,-24.0,-26.428571428571427,-9.357142857142858,520.7142857142857,563.8571428571429
55,2020-06-06,35058,15.0,139.42857142857142,126.35714285714286,34609.142857142855,34154.71428571428,13866,335.0,91.57142857142857,88.57142857142857,13243.857142857143,12785.285714285714,18640,-170.0,154.85714285714286,121.71428571428571,18382.428571428572,18066.85714285714,2552,-150.0,-107.0,-83.92857142857143,2982.8571428571427,3302.5714285714284,3888,0.0,15.428571428571429,12.785714285714286,3816.1428571428573,3784.214285714286,1664,92.0,31.857142857142858,23.357142857142858,1545.2857142857142,1458.5714285714287,1504,-42.0,15.142857142857142,9.928571428571429,1445.142857142857,1416.642857142857,720,-50.0,-31.571428571428573,-20.5,825.7142857142857,909.0,5871,-31.0,3.4285714285714284,9.928571428571429,5890.857142857143,5843.428571428572,4358,70.0,28.571428571428573,33.857142857142854,4275.571428571428,4182.857142857143,1075,-63.0,-9.142857142857142,-10.071428571428571,1110.5714285714287,1110.5714285714287,438,-38.0,-16.0,-13.857142857142858,504.7142857142857,550.0
56,2020-06-07,35046,-12.0,118.42857142857143,123.21428571428571,34727.57142857143,34277.92857142857,14169,303.0,96.14285714285714,89.57142857142857,13340.0,12874.857142857143,18334,-306.0,119.57142857142857,123.35714285714286,18502.0,18190.214285714286,2543,-9.0,-97.28571428571429,-89.71428571428571,2885.5714285714284,3212.8571428571427,3888,0.0,13.571428571428571,12.785714285714286,3829.714285714286,3797.0,1666,2.0,17.571428571428573,18.5,1562.857142857143,1477.0714285714287,1509,5.0,23.0,16.571428571428573,1468.142857142857,1433.2142857142858,713,-7.0,-27.0,-22.285714285714285,798.7142857142857,886.7142857142857,5853,-18.0,1.1428571428571428,8.928571428571429,5892.0,5852.357142857143,4433,75.0,44.57142857142857,26.571428571428573,4320.142857142857,4209.428571428572,977,-98.0,-28.571428571428573,-6.071428571428571,1082.0,1104.5,443,5.0,-14.857142857142858,-11.571428571428571,489.85714285714283,538.4285714285714
57,2020-06-08,35161,115.0,130.28571428571428,129.85714285714286,34857.857142857145,34407.78571428572,14111,-58.0,174.42857142857142,111.21428571428571,13514.42857142857,12986.07142857143,18450,116.0,52.142857142857146,105.85714285714286,18554.14285714286,18296.071428571428,2600,57.0,-96.28571428571429,-87.21428571428571,2789.285714285714,3125.6428571428573,3917,29.0,27.142857142857142,14.857142857142858,3856.8571428571427,3811.8571428571427,1767,101.0,39.142857142857146,26.142857142857142,1602.0,1503.2142857142858,1424,-85.0,9.142857142857142,10.785714285714286,1477.2857142857142,1444.0,726,13.0,-21.142857142857142,-22.071428571428573,777.5714285714286,864.6428571428571,5851,-2.0,-5.285714285714286,6.785714285714286,5886.714285714285,5859.142857142857,4460,27.0,30.571428571428573,35.857142857142854,4350.714285714285,4245.285714285715,954,-23.0,-20.0,-18.142857142857142,1062.0,1086.357142857143,437,-6.0,-15.857142857142858,-10.928571428571429,474.0,527.5
58,2020-06-09,35039,-122.0,88.57142857142857,116.07142857142857,34946.42857142857,34523.857142857145,13756,-355.0,101.14285714285714,133.5,13615.57142857143,13119.57142857143,18824,374.0,89.42857142857143,81.92857142857143,18643.571428571428,18378.0,2459,-141.0,-102.0,-99.35714285714286,2687.285714285714,3026.285714285714,3870,-47.0,20.714285714285715,10.071428571428571,3877.5714285714284,3821.9285714285716,1676,-91.0,23.714285714285715,24.285714285714285,1625.7142857142858,1527.5,1488,64.0,16.714285714285715,9.0,1494.0,1453.0,706,-20.0,-19.714285714285715,-23.214285714285715,757.8571428571429,841.4285714285714,5895,44.0,0.5714285714285714,7.857142857142857,5887.285714285715,5867.0,4524,64.0,53.57142857142857,33.0,4404.285714285715,4278.285714285715,977,23.0,-36.714285714285715,-11.0,1025.2857142857142,1075.357142857143,394,-43.0,-16.285714285714285,-14.142857142857142,457.7142857142857,513.3571428571429
59,2020-06-10,35070,31.0,76.42857142857143,100.57142857142857,35022.857142857145,34624.42857142857,13695,-61.0,107.85714285714286,161.92857142857142,13723.42857142857,13281.5,19008,184.0,65.28571428571429,30.214285714285715,18708.85714285714,18408.214285714286,2367,-92.0,-96.71428571428571,-91.57142857142857,2590.5714285714284,2934.714285714286,3872,2.0,6.857142857142857,8.785714285714286,3884.4285714285716,3830.714285714286,1704,28.0,27.142857142857142,30.214285714285715,1652.857142857143,1557.7142857142858,1530,42.0,10.428571428571429,5.071428571428571,1504.4285714285713,1458.0714285714287,638,-68.0,-30.714285714285715,-26.5,727.1428571428571,814.9285714285714,5964,69.0,5.714285714285714,12.428571428571429,5893.0,5879.428571428572,4357,-167.0,-1.5714285714285714,20.071428571428573,4402.714285714285,4298.357142857143,1228,251.0,26.857142857142858,6.428571428571429,1052.142857142857,1081.7857142857142,379,-15.0,-19.571428571428573,-14.071428571428571,438.14285714285717,499.2857142857143
60,2020-06-11,35086,16.0,49.0,90.0,35071.857142857145,34714.42857142857,13895,200.0,137.0,156.71428571428572,13860.42857142857,13438.214285714286,18982,-26.0,12.285714285714286,32.57142857142857,18721.14285714286,18440.785714285714,2209,-158.0,-100.28571428571429,-99.28571428571429,2490.285714285714,2835.4285714285716,3878,6.0,1.4285714285714286,7.071428571428571,3885.8571428571427,3837.785714285714,1684,-20.0,23.285714285714285,25.071428571428573,1676.142857142857,1582.7857142857142,1546,16.0,2.2857142857142856,5.714285714285714,1506.7142857142858,1463.7857142857142,648,10.0,-24.142857142857142,-23.714285714285715,703.0,791.2142857142857,5961,-3.0,6.571428571428571,8.642857142857142,5899.571428571428,5888.071428571428,4381,24.0,-2.5714285714285716,15.357142857142858,4400.142857142857,4313.714285714285,1205,-23.0,27.0,8.857142857142858,1079.142857142857,1090.642857142857,375,-4.0,-17.857142857142858,-15.571428571428571,420.2857142857143,483.7142857142857
61,2020-06-12,35153,67.0,15.714285714285714,64.21428571428571,35087.57142857143,34778.642857142855,14115,220.0,83.42857142857143,109.85714285714286,13943.857142857143,13548.07142857143,18921,-61.0,15.857142857142858,41.5,18737.0,18482.285714285714,2117,-92.0,-83.57142857142857,-87.14285714285714,2406.714285714286,2748.285714285714,3885,7.0,-0.42857142857142855,5.285714285714286,3885.4285714285716,3843.0714285714284,1695,11.0,17.571428571428573,20.785714285714285,1693.7142857142858,1603.5714285714287,1580,34.0,4.857142857142857,7.0,1511.5714285714287,1470.7857142857142,610,-38.0,-22.857142857142858,-22.5,680.1428571428571,768.7142857142857,5959,-2.0,8.142857142857142,9.5,5907.714285714285,5897.571428571428,4425,44.0,19.571428571428573,19.642857142857142,4419.714285714285,4333.357142857143,1182,-23.0,6.285714285714286,11.928571428571429,1085.4285714285713,1102.5714285714287,352,-23.0,-17.714285714285715,-22.071428571428573,402.57142857142856,461.64285714285717
62,2020-06-13,35140,-13.0,11.714285714285714,75.57142857142857,35099.28571428572,34854.21428571428,15036,921.0,167.14285714285714,129.35714285714286,14111.0,13677.42857142857,18190,-731.0,-64.28571428571429,45.285714285714285,18672.714285714286,18527.571428571428,1914,-203.0,-91.14285714285714,-99.07142857142857,2315.5714285714284,2649.214285714286,3882,-3.0,-0.8571428571428571,7.285714285714286,3884.5714285714284,3850.3571428571427,1768,73.0,14.857142857142858,23.357142857142858,1708.5714285714287,1626.9285714285713,1552,-28.0,6.857142857142857,11.0,1518.4285714285713,1481.7857142857142,562,-48.0,-22.571428571428573,-27.071428571428573,657.5714285714286,741.6428571428571,5983,24.0,16.0,9.714285714285714,5923.714285714285,5907.285714285715,4519,94.0,23.0,25.785714285714285,4442.714285714285,4359.142857142857,1136,-46.0,8.714285714285714,-0.21428571428571427,1094.142857142857,1102.357142857143,328,-24.0,-15.714285714285714,-15.857142857142858,386.85714285714283,445.7857142857143
63,2020-06-14,35152,12.0,15.142857142857142,66.78571428571429,35114.42857142857,34921.0,15467,431.0,185.42857142857142,140.78571428571428,14296.42857142857,13818.214285714286,17724,-466.0,-87.14285714285714,16.214285714285715,18585.571428571428,18543.785714285714,1961,47.0,-83.14285714285714,-90.21428571428571,2232.4285714285716,2559.0,3882,0.0,-0.8571428571428571,6.357142857142857,3883.714285714286,3856.714285714286,1853,85.0,26.714285714285715,22.142857142857142,1735.2857142857142,1649.0714285714287,1460,-92.0,-7.0,8.0,1511.4285714285713,1489.7857142857142,569,7.0,-20.571428571428573,-23.785714285714285,637.0,717.8571428571429,5983,0.0,18.571428571428573,9.857142857142858,5942.285714285715,5917.142857142857,4373,-146.0,-8.571428571428571,18.0,4434.142857142857,4377.142857142857,1270,134.0,41.857142857142854,6.642857142857143,1136.0,1109.0,340,12.0,-14.714285714285714,-14.785714285714286,372.14285714285717,431.0
64,2020-06-15,35124,-28.0,-5.285714285714286,62.5,35109.142857142855,34983.5,15288,-179.0,168.14285714285714,171.28571428571428,14464.57142857143,13989.5,17897,173.0,-79.0,-13.428571428571429,18506.571428571428,18530.35714285714,1939,-22.0,-94.42857142857143,-95.35714285714286,2138.0,2463.6428571428573,3876,-6.0,-5.857142857142857,10.642857142857142,3877.8571428571427,3867.3571428571427,1898,45.0,18.714285714285715,28.928571428571427,1754.0,1678.0,1417,-43.0,-1.0,4.071428571428571,1510.4285714285713,1493.857142857143,561,-8.0,-23.571428571428573,-22.357142857142858,613.4285714285714,695.5,5996,13.0,20.714285714285715,7.714285714285714,5963.0,5924.857142857143,4333,-40.0,-18.142857142857142,6.214285714285714,4416.0,4383.357142857143,1332,62.0,54.0,17.0,1190.0,1126.0,331,-9.0,-15.142857142857142,-15.5,357.0,415.5
65,2020-06-16,35169,45.0,18.571428571428573,53.57142857142857,35127.71428571428,35037.07142857143,14457,-831.0,100.14285714285714,100.64285714285714,14564.714285714286,14090.142857142857,18819,922.0,-0.7142857142857143,44.357142857142854,18505.85714285714,18574.714285714286,1893,-46.0,-80.85714285714286,-91.42857142857143,2057.1428571428573,2372.214285714286,3869,-7.0,-0.14285714285714285,10.285714285714286,3877.714285714286,3877.6428571428573,1753,-145.0,11.0,17.357142857142858,1765.0,1695.357142857143,1553,136.0,9.285714285714286,13.0,1519.7142857142858,1506.857142857143,563,2.0,-20.428571428571427,-20.071428571428573,593.0,675.4285714285714,5983,-13.0,12.571428571428571,6.571428571428571,5975.571428571428,5931.428571428572,4374,41.0,-21.428571428571427,16.071428571428573,4394.571428571428,4399.428571428572,1278,-54.0,43.0,3.142857142857143,1233.0,1129.142857142857,331,0.0,-9.0,-12.642857142857142,348.0,402.85714285714283
66,2020-06-17,35141,-28.0,10.142857142857142,43.285714285714285,35137.857142857145,35080.357142857145,14261,-196.0,80.85714285714286,94.35714285714286,14645.57142857143,14184.5,19000,181.0,-1.1428571428571428,32.07142857142857,18504.714285714286,18606.785714285714,1880,-13.0,-69.57142857142857,-83.14285714285714,1987.5714285714287,2289.0714285714284,3870,1.0,-0.2857142857142857,3.2857142857142856,3877.4285714285716,3880.9285714285716,1704,-49.0,0.0,13.571428571428571,1765.0,1708.9285714285713,1628,75.0,14.0,12.214285714285714,1533.7142857142858,1519.0714285714287,538,-25.0,-14.285714285714286,-22.5,578.7142857142857,652.9285714285714,5974,-9.0,1.4285714285714286,3.5714285714285716,5977.0,5935.0,4445,71.0,12.571428571428571,5.5,4407.142857142857,4404.928571428572,1208,-70.0,-2.857142857142857,12.0,1230.142857142857,1141.142857142857,321,-10.0,-8.285714285714286,-13.928571428571429,339.7142857142857,388.92857142857144
67,2020-06-18,35184,43.0,14.0,31.5,35151.857142857145,35111.857142857145,13932,-329.0,5.285714285714286,71.14285714285714,14650.857142857143,14255.642857142857,19400,400.0,59.714285714285715,36.0,18564.428571428572,18642.785714285714,1852,-28.0,-51.0,-75.64285714285714,1936.5714285714287,2213.4285714285716,3876,6.0,-0.2857142857142857,0.5714285714285714,3877.1428571428573,3881.5,1708,4.0,3.4285714285714284,13.357142857142858,1768.4285714285713,1722.2857142857142,1656,28.0,15.714285714285714,9.0,1549.4285714285713,1528.0714285714287,512,-26.0,-19.428571428571427,-21.785714285714285,559.2857142857143,631.1428571428571,5978,4.0,2.4285714285714284,4.5,5979.428571428572,5939.5,4466,21.0,12.142857142857142,4.785714285714286,4419.285714285715,4409.714285714285,1219,11.0,2.0,14.5,1232.142857142857,1155.642857142857,293,-28.0,-11.714285714285714,-14.785714285714286,328.0,374.14285714285717
68,2020-06-19,35220,36.0,9.571428571428571,12.642857142857142,35161.42857142857,35124.5,14154,222.0,5.571428571428571,44.5,14656.42857142857,14300.142857142857,19367,-33.0,63.714285714285715,39.785714285714285,18628.14285714286,18682.571428571428,1699,-153.0,-59.714285714285715,-71.64285714285714,1876.857142857143,2141.785714285714,3879,3.0,-0.8571428571428571,-0.6428571428571429,3876.285714285714,3880.8571428571427,1737,29.0,6.0,11.785714285714286,1774.4285714285713,1734.0714285714287,1688,32.0,15.428571428571429,10.142857142857142,1564.857142857143,1538.2142857142858,454,-58.0,-22.285714285714285,-22.571428571428573,537.0,608.5714285714286,5947,-31.0,-1.7142857142857142,3.2142857142857144,5977.714285714285,5942.714285714285,4594,128.0,24.142857142857142,21.857142857142858,4443.428571428572,4431.571428571428,1079,-140.0,-14.714285714285714,-4.214285714285714,1217.4285714285713,1151.4285714285713,274,-19.0,-11.142857142857142,-14.428571428571429,316.85714285714283,359.7142857142857
69,2020-06-20,35212,-8.0,10.285714285714286,11.0,35171.71428571428,35135.5,14625,471.0,-58.714285714285715,54.214285714285715,14597.714285714286,14354.357142857143,18939,-428.0,107.0,21.357142857142858,18735.14285714286,18703.928571428572,1648,-51.0,-38.0,-64.57142857142857,1838.857142857143,2077.214285714286,3878,-1.0,-0.5714285714285714,-0.7142857142857143,3875.714285714286,3880.1428571428573,1827,90.0,8.428571428571429,11.642857142857142,1782.857142857143,1745.7142857142858,1629,-59.0,11.0,8.928571428571429,1575.857142857143,1547.142857142857,422,-32.0,-20.0,-21.285714285714285,517.0,587.2857142857143,5919,-28.0,-9.142857142857142,3.4285714285714284,5968.571428571428,5946.142857142857,4434,-160.0,-12.142857142857142,5.428571428571429,4431.285714285715,4437.0,1229,150.0,13.285714285714286,11.0,1230.7142857142858,1162.4285714285713,256,-18.0,-10.285714285714286,-13.0,306.57142857142856,346.7142857142857
70,2020-06-21,35116,-96.0,-5.142857142857143,5.0,35166.57142857143,35140.5,15230,605.0,-33.857142857142854,75.78571428571429,14563.857142857143,14430.142857142857,18256,-683.0,76.0,-5.571428571428571,18811.14285714286,18698.35714285714,1630,-18.0,-47.285714285714285,-65.21428571428571,1791.5714285714287,2012.0,3871,-7.0,-1.5714285714285714,-1.2142857142857142,3874.1428571428573,3878.9285714285716,1833,6.0,-2.857142857142857,11.928571428571429,1780.0,1757.642857142857,1619,-10.0,22.714285714285715,7.857142857142857,1598.5714285714287,1555.0,419,-3.0,-21.428571428571427,-21.0,495.57142857142856,566.2857142857143,5937,18.0,-6.571428571428571,6.0,5962.0,5952.142857142857,4479,45.0,15.142857142857142,3.2857142857142856,4446.428571428572,4440.285714285715,1208,-21.0,-8.857142857142858,16.5,1221.857142857143,1178.9285714285713,250,-6.0,-12.857142857142858,-13.785714285714286,293.7142857142857,332.92857142857144
71,2020-06-22,35113,-3.0,-1.5714285714285714,-3.4285714285714284,35165.0,35137.07142857143,15072,-158.0,-30.857142857142858,68.64285714285714,14533.0,14498.785714285714,18392,136.0,70.71428571428571,-4.142857142857143,18881.85714285714,18694.214285714286,1649,19.0,-41.42857142857143,-67.92857142857143,1750.142857142857,1944.0714285714287,3868,-3.0,-1.1428571428571428,-3.5,3873.0,3875.4285714285716,1924,91.0,3.7142857142857144,11.214285714285714,1783.7142857142858,1768.857142857143,1520,-99.0,14.714285714285714,6.857142857142857,1613.2857142857142,1561.857142857143,424,5.0,-19.571428571428573,-21.571428571428573,476.0,544.7142857142857,5930,-7.0,-9.428571428571429,5.642857142857143,5952.571428571428,5957.785714285715,4432,-47.0,14.142857142857142,-2.0,4460.571428571428,4438.285714285715,1262,54.0,-10.0,22.0,1211.857142857143,1200.9285714285713,236,-14.0,-13.571428571428571,-14.357142857142858,280.14285714285717,318.57142857142856
72,2020-06-23,35099,-14.0,-10.0,4.285714285714286,35155.0,35141.357142857145,13889,-1183.0,-81.14285714285714,9.5,14451.857142857143,14508.285714285714,19596,1204.0,111.0,55.142857142857146,18992.85714285714,18749.35714285714,1614,-35.0,-39.857142857142854,-60.357142857142854,1710.2857142857142,1883.7142857142858,3868,0.0,-0.14285714285714285,-0.14285714285714285,3872.8571428571427,3875.285714285714,1765,-159.0,1.7142857142857142,6.357142857142857,1785.4285714285713,1775.2142857142858,1714,194.0,23.0,16.142857142857142,1636.2857142857142,1578.0,389,-35.0,-24.857142857142858,-22.642857142857142,451.14285714285717,522.0714285714286,5933,3.0,-7.142857142857143,2.7142857142857144,5945.428571428572,5960.5,4494,62.0,17.142857142857142,-2.142857142857143,4477.714285714285,4436.142857142857,1220,-42.0,-8.285714285714286,17.357142857142858,1203.5714285714287,1218.2857142857142,219,-17.0,-16.0,-12.5,264.14285714285717,306.07142857142856
73,2020-06-24,34979,-120.0,-23.142857142857142,-6.5,35131.857142857145,35134.857142857145,13756,-133.0,-72.14285714285714,4.357142857142857,14379.714285714286,14512.642857142857,19597,1.0,85.28571428571429,42.07142857142857,19078.14285714286,18791.428571428572,1626,12.0,-36.285714285714285,-52.92857142857143,1674.0,1830.7857142857142,3875,7.0,0.7142857142857143,0.21428571428571427,3873.5714285714284,3875.5,1723,-42.0,2.7142857142857144,1.3571428571428572,1788.142857142857,1776.5714285714287,1753,39.0,17.857142857142858,15.928571428571429,1654.142857142857,1593.9285714285713,399,10.0,-19.857142857142858,-17.071428571428573,431.2857142857143,505.0,5942,9.0,-4.571428571428571,-1.5714285714285714,5940.857142857143,5958.928571428572,4464,-30.0,2.7142857142857144,7.642857142857143,4480.428571428572,4443.785714285715,1262,42.0,7.714285714285714,2.4285714285714284,1211.2857142857142,1220.7142857142858,216,-3.0,-15.0,-11.642857142857142,249.14285714285714,294.42857142857144
74,2020-06-25,34971,-8.0,-30.428571428571427,-8.214285714285714,35101.42857142857,35126.642857142855,13891,135.0,-5.857142857142857,-0.2857142857142857,14373.857142857143,14512.357142857143,19564,-33.0,23.428571428571427,41.57142857142857,19101.571428571428,18833.0,1516,-110.0,-48.0,-49.5,1626.0,1781.2857142857142,3869,-6.0,-1.0,-0.6428571428571429,3872.5714285714284,3874.8571428571427,1748,25.0,5.714285714285714,4.571428571428571,1793.857142857143,1781.142857142857,1721,-32.0,9.285714285714286,12.5,1663.4285714285713,1606.4285714285713,400,1.0,-16.0,-17.714285714285715,415.2857142857143,487.2857142857143,5926,-16.0,-7.428571428571429,-2.5,5933.428571428572,5956.428571428572,4396,-68.0,-10.0,1.0714285714285714,4470.428571428572,4444.857142857143,1305,43.0,12.285714285714286,7.142857142857143,1223.5714285714287,1227.857142857143,225,9.0,-9.714285714285714,-10.714285714285714,239.42857142857142,283.7142857142857
75,2020-06-26,35055,84.0,-23.571428571428573,-7.0,35077.857142857145,35119.642857142855,14009,118.0,-20.714285714285715,-7.571428571428571,14353.142857142857,14504.785714285714,19548,-16.0,25.857142857142858,44.785714285714285,19127.428571428572,18877.785714285714,1498,-18.0,-28.714285714285715,-44.214285714285715,1597.2857142857142,1737.0714285714287,3865,-4.0,-2.0,-1.4285714285714286,3870.5714285714284,3873.4285714285716,1779,31.0,6.0,6.0,1799.857142857143,1787.142857142857,1707,-14.0,2.7142857142857144,9.071428571428571,1666.142857142857,1615.5,379,-21.0,-10.714285714285714,-16.5,404.57142857142856,470.7857142857143,5924,-2.0,-3.2857142857142856,-2.5,5930.142857142857,5953.928571428572,4594,198.0,0.0,12.071428571428571,4470.428571428572,4456.928571428572,1114,-191.0,5.0,-4.857142857142857,1228.5714285714287,1223.0,216,-9.0,-8.285714285714286,-9.714285714285714,231.14285714285714,274.0
76,2020-06-27,35044,-11.0,-24.0,-6.857142857142857,35053.857142857145,35112.78571428572,14503,494.0,-17.428571428571427,-38.07142857142857,14335.714285714286,14466.714285714286,19077,-471.0,19.714285714285715,63.357142857142854,19147.14285714286,18941.14285714286,1464,-34.0,-26.285714285714285,-32.142857142857146,1571.0,1704.9285714285713,3850,-15.0,-4.0,-2.2857142857142856,3866.5714285714284,3871.1428571428573,1853,74.0,3.7142857142857144,6.071428571428571,1803.5714285714287,1793.2142857142858,1624,-83.0,-0.7142857142857143,5.142857142857143,1665.4285714285713,1620.642857142857,373,-6.0,-7.0,-13.5,397.57142857142856,457.2857142857143,5942,18.0,3.2857142857142856,-2.9285714285714284,5933.428571428572,5951.0,4492,-102.0,8.285714285714286,-1.9285714285714286,4478.714285714285,4455.0,1257,143.0,4.0,8.642857142857142,1232.5714285714287,1231.642857142857,193,-23.0,-9.0,-9.642857142857142,222.14285714285714,264.35714285714283
77,2020-06-28,35056,12.0,-8.571428571428571,-6.857142857142857,35045.28571428572,35105.92857142857,15137,634.0,-13.285714285714286,-23.571428571428573,14322.42857142857,14443.142857142857,18418,-659.0,23.142857142857142,49.57142857142857,19170.285714285714,18990.714285714286,1501,37.0,-18.428571428571427,-32.857142857142854,1552.5714285714287,1672.0714285714287,3850,0.0,-3.0,-2.2857142857142856,3863.5714285714284,3868.8571428571427,1934,81.0,14.428571428571429,5.785714285714286,1818.0,1799.0,1544,-80.0,-10.714285714285714,6.0,1654.7142857142858,1626.642857142857,372,-1.0,-6.714285714285714,-14.071428571428571,390.85714285714283,443.2142857142857,5952,10.0,2.142857142857143,-2.2142857142857144,5935.571428571428,5948.785714285715,4492,0.0,1.8571428571428572,8.5,4480.571428571428,4463.5,1273,16.0,9.285714285714286,0.21428571428571427,1241.857142857143,1231.857142857143,187,-6.0,-9.0,-10.928571428571429,213.14285714285714,253.42857142857142
78,2020-06-29,35059,3.0,-7.714285714285714,-4.642857142857143,35037.57142857143,35101.28571428572,14663,-474.0,-58.42857142857143,-44.642857142857146,14264.0,14398.5,18836,418.0,63.42857142857143,67.07142857142857,19233.714285714286,19057.785714285714,1560,59.0,-12.714285714285714,-27.071428571428573,1539.857142857143,1645.0,3850,0.0,-2.5714285714285716,-1.8571428571428572,3861.0,3867.0,1847,-87.0,-11.0,-3.642857142857143,1807.0,1795.357142857143,1602,58.0,11.714285714285714,13.214285714285714,1666.4285714285713,1639.857142857143,401,29.0,-3.2857142857142856,-11.428571428571429,387.57142857142856,431.7857142857143,5950,-2.0,2.857142857142857,-3.2857142857142856,5938.428571428572,5945.5,4520,28.0,12.571428571428571,13.357142857142858,4493.142857142857,4476.857142857143,1245,-28.0,-2.4285714285714284,-6.214285714285714,1239.4285714285713,1225.642857142857,185,-2.0,-7.285714285714286,-10.428571428571429,205.85714285714286,243.0
79,2020-06-30,35046,-13.0,-7.571428571428571,-8.785714285714286,35030.0,35092.5,14252,-411.0,51.857142857142854,-14.642857142857142,14315.857142857143,14383.857142857143,19283,447.0,-44.714285714285715,33.142857142857146,19189.0,19090.928571428572,1511,-49.0,-14.714285714285714,-27.285714285714285,1525.142857142857,1617.7142857142858,3854,4.0,-2.0,-1.0714285714285714,3859.0,3865.9285714285716,1797,-50.0,4.571428571428571,3.142857142857143,1811.5714285714287,1798.5,1673,71.0,-5.857142857142857,8.571428571428571,1660.5714285714287,1648.4285714285713,384,-17.0,-0.7142857142857143,-12.785714285714286,386.85714285714283,419.0,5942,-8.0,1.2857142857142858,-2.9285714285714284,5939.714285714285,5942.571428571428,4439,-81.0,-7.857142857142857,4.642857142857143,4485.285714285715,4481.5,1314,69.0,13.428571428571429,2.5714285714285716,1252.857142857143,1228.2142857142858,189,4.0,-4.285714285714286,-10.142857142857142,201.57142857142858,232.85714285714286
80,2020-07-01,35126,80.0,21.0,-1.0714285714285714,35051.0,35091.42857142857,14137,-115.0,54.42857142857143,-8.857142857142858,14370.285714285714,14375.0,19338,55.0,-37.0,24.142857142857142,19152.0,19115.071428571428,1651,140.0,3.5714285714285716,-16.357142857142858,1528.7142857142858,1601.357142857143,3921,67.0,6.571428571428571,3.642857142857143,3865.5714285714284,3869.5714285714284,1788,-9.0,9.285714285714286,6.0,1820.857142857143,1804.5,1784,111.0,4.428571428571429,11.142857142857142,1665.0,1659.5714285714287,349,-35.0,-7.142857142857143,-13.5,379.7142857142857,405.5,5931,-11.0,-1.5714285714285714,-3.0714285714285716,5938.142857142857,5939.5,4460,21.0,-0.5714285714285714,1.0714285714285714,4484.714285714285,4482.571428571428,1276,-38.0,2.0,4.857142857142857,1254.857142857143,1233.0714285714287,195,6.0,-3.0,-9.0,198.57142857142858,223.85714285714286
